bucket,idx,text,true_label,true_label_name,model_pred,model_pred_name,model_proba_pos,model_confidence,llm_label,llm_label_name,llm_confidence,llm_rationale,llm_backend,llm_model,llm_error,agree_with_model,agree_with_truth,suspected_label_error
all_wrong,223,"decent dictionary: While not necessarily the best for a beginner, this is a pretty decent dictionary. I was able to translate 85-90% of what I needed it for. I do wish it would have some of the colloquial terms in it, but it's all right. It isn't bad for the price, but there might be better out there.",0,好评(0),1,差评(1),0.8908798694610596,0.8908798694610596,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
all_wrong,225,"What gives?: Has anyone noticed besides me that 1 episode is missing from the set? At least on my DVDs, ""Help Wanted"" was omitted. Why?",0,好评(0),1,差评(1),0.9515599608421326,0.9515599608421326,0,好评(0),0.7593,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
all_wrong,234,Skims the surface: This book is interesting but not overly so. In this case some names have come up that are not well known to the general public. John Cincotti for example has been associated with Genaro Angiulo but also with escort services in Massachusetts.One of the least discussed connections is that between organized crime and 'legitimate business'. Corporations use escort services and the like but the connection with organized crime is seldom considered.Flemmi and Bulger are alleged to have been involved with this.,0,好评(0),1,差评(1),0.9648903012275696,0.9648903012275696,1,差评(1),1.0,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
all_wrong,256,"YARRRRR: Now once upon a time there was a witch-. Dad, wrong thing. Oh yeah, sorry. yup, those were my times though. This cd is good, i listen to it all the time. and they all lived happily ever after. the end!",0,好评(0),1,差评(1),0.923926055431366,0.923926055431366,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
all_wrong,260,"wow...: Absoutely unbelievable! After I played the game, I had to sit there for about 20 minutes in total amazement- stuff like this doesn't come around very often, but is rewarding to those who find it.",0,好评(0),1,差评(1),0.949523389339447,0.949523389339447,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
all_wrong,280,"Interesting, if somewhat uneven: Never dull, if sometimes uneven in quality. The truth, and memory are ever subjective. Great photos. Despite the hoopla surrounding its release, it's worth a read.",0,好评(0),1,差评(1),0.9852588176727295,0.9852588176727295,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
all_wrong,292,"A Good Product for Compatible Systems: Why am I giving this little piece of hardware a four star when I actually had to send it back?For two reasons:One: GREAT tech support-via email- knowledgeable, prompt and helpfulTwo: Great video capture.Unfortunately my laptop did not support the sound input. This could be a problem as one user has noted, that there was lack of synchronicity.So, perhaps a new model with video and sound together!",0,好评(0),1,差评(1),0.9482417702674866,0.9482417702674866,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
all_wrong,309,"jeans: The jeans are fine, the packaging for shipment was fine. Amazon did publish the retail price in this instance so that I knew what sort of discount I was getting. I have seen a trend with Amazon though where the item, even new, has the retail price deleted so that if their partner vendors are charging a premium, one doesn't immediately know it. I've curtailed buying from Amazon until I'm convinced they won't be doing this any more. They're only response to the issue was to tell me to return the item to the vendor which is a cost to me-time and money-might as well go to a brick and mortar store if I'm going to go through that inconvenience.",0,好评(0),1,差评(1),0.9788296818733215,0.9788296818733215,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
all_wrong,320,"Take it from me-- it's realistic: Even though I (fortunately) neither suffer from depression as severe as Esther's nor have to deal with the oppressiveness of the 1950s, I found her thought patterns very familiar as I have just started therapy for my depression. Many complain about how her thoughts seem disjointed, but her writing style seemed to follow my own thought patterns, something that fuels the frustration of the disease even more. The book made me feel very fortunate to live in the 1990s, when sympathetic psychologists don't dismiss irrational feelings, and pills keep me from having to endure shock treatments or other such practices.",0,好评(0),1,差评(1),0.9344964027404785,0.9344964027404785,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
all_wrong,328,"Who hired the illustrator?: The book itself is amazing just like King's previous installments to this series. One thing, however, depreciates the value of this book and that's the illustrations. The man who drew the pictures for this book is untalented to say the least. Almost none of the illustrations even come close to verifying the text on the page. Those with any sort of imagination would find it insulting to find such pictures used as a representation of the plot. Dear Stephen, pay more attention when choosing who will depict your stories next time. The woman on the cover of the book jacket is a black woman with ""tight curls"" in the story, yet in the pictures she looks more like a Native American. Go back to comic books Wrightson.",0,好评(0),1,差评(1),0.9090767502784729,0.9090767502784729,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,3592,"Software not included: This product works well. The latency is horrible unless you use ASIO driver or download latest driver from the website.The so called included software bundle was non-existent. The CD was missing from the product packaging.,Amazon replaced it with another unit, and CD was still missing. I called up Behringer and after being given the run around with their all US support, I was told I had to download a huge list of software/samples from their website. I requested that they send a CD out to me. I was told to either return it to Amazon or download. I insisted on talking to a supervisor, and was told I will be called back. It has been 3 weeks since, and am yet to receive a call. So much for customer service.Amazon decided to pull the product from its website verify its content and now I see it back online, touting the CD. Don't understand how a batch of products can go without CD and how the manufacturer can simply get away without shipping one!",0,好评(0),1,差评(1),0.9920087456703186,0.9920087456703186,1,差评(1),0.7714,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,53,"typos galore!: I do not intend to review content here. This new edition is so full of typographical errors that sometimes the reader will have to intuit what the author really wrote. It is clear that the proofreaders of this edition were not actually reading; they were simply following the little red lines under the ""misspelled"" words. This has resulted in some truly bizarre apparent statements by the author, unreproducible here due to copyright laws. Disclaimer-- I have not purchased this book, merely checked it out of the library.",0,好评(0),1,差评(1),0.9919576048851013,0.9919576048851013,0,好评(0),0.7714,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,1220,"Downton Abbey ""Original UK Unedited Edition"": I wanted to return this to Amazon but I watched it after the 30 day return policy. I would not be credited original shipping fees or return fees, so I donated it to a thrift. This is marketed as an ""Unedited Edition"" but it is missing scenes and there is at least one section where it jerks and skips. I read others have noticed this as well. Needless to say, I am disappointed. Anyone know where to get an actual original version?",0,好评(0),1,差评(1),0.991806149482727,0.991806149482727,1,差评(1),1.0,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,3939,"Bumed out: I typed in two (2) versions of a review of Moss's book. I typed one and waited two days. Nothing happened. Then I typed a second, still nothing happened.Could you suggest why my reviews never appeared? I do not believe they were inaccurate or controversial. But until I find out what happened, I will not bother writing any more.",0,好评(0),1,差评(1),0.9916540384292603,0.9916540384292603,0,好评(0),0.7856000000000001,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,3784,"decent mount... horrible screws: The mount come with the worst quality screws. I like to think I'm a very careful individual when screwing in screws. That said, even using the proper screw bit and speed, the cheap screws stripped and I had the same experience as others struggling to pull out the stripped screw out of the wall. That said, the mount even when mounted level will bend slightly due to the monitor if the mount is extended to one side. However, if extended toward you, it will be fine.",0,好评(0),1,差评(1),0.9914961457252502,0.9914961457252502,1,差评(1),1.0,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,7825,"Junk Book: The book is great on ideas of what to do with ""junk"" from everything you may find in your basement to those great deals at flea markets.",0,好评(0),1,差评(1),0.9914915561676025,0.9914915561676025,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,4937,"Take My Advice: These days it's too risky to go out and buy a CD. What happens is that out of 13-20 songs, there is only *one* song that is likeable. Such is the case with Mario. ""Let Me Love You"" is the only decent song on his album ""Turning Point"" that isn't even worth buying. I just listened to it and, let me tell you, it's wack. I think it's a shame when you have a good singer come out with such lousy material. Anyway, skip the CD and just buy/download the single.",0,好评(0),1,差评(1),0.9910971522331238,0.9910971522331238,0,好评(0),0.7579,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,6169,"Please correct error below (I am the author): Hi,I am the author of this book. There is a mistake that has remained uncorrected for over 9 months now, and this is quite embarrassing, both for me and for Amazon. In your editorial review you have a quote ""Required reading for all operational managers"", which should be attributed to Dr Alain Micaleff (and NOT Dr Alain Michael). Check the back cover of the book for confirmation.Can you please correct this asap - AND inform me that you have received this message and will be acting on it?Thanks,Michael Gentle (mgentle2@aol.com)",0,好评(0),1,差评(1),0.9910158514976501,0.9910158514976501,0,好评(0),0.5534,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,7711,THIS IS NOT THE NEW EDITION: DON'T BUY THIS ONE. IT DOESN'T SAY WHAT EDITION IT IS AND I ASSUMED IT WAS THE LATEST. IT IS EDITION 4 GO TO THE MICHAEL MEYERSW WEBSITE AND BUY THE FIFTH EDITION. I GOT STUCK WITH THE OLD ONE.,0,好评(0),1,差评(1),0.9904816746711731,0.9904816746711731,1,差评(1),0.75,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,4947,"O Yea....: This cd player is very useful. I have own this cd player for 3 months....it [is] worth the investment. The cd player offers backlight on the top of it and even on its remote control. The cd player has a self recharging capability so you will never have to waste your money on batterys every 2 weeks. I charge my cd play every weekend overnight so i never have to buy battery. The device is metal on the top and plastic on the bottem. The cd player has never fail to work properly. It is less then a inch thick, has 2 bass function, external battery, and can play cd-r cds. The only problem is that i have no use for the carry case,the extra external battery, the head phone really sucks and i sold the remote control not because there was anything wrong with it, I just had no use for it...but maybe some people might like it. The most useful item that comes with the cd player is the cd player of course, the ac adapter for recharging the battery,and the rechargable battery.",0,好评(0),1,差评(1),0.9904399514198303,0.9904399514198303,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,816,"Far better than the Chinese junk bulbs: I had a no name yellow bulb, it didn't even last a few months, and the yellow color was a bit disappointing. This one has lasted much longer and the color is better, though still not a deep yellow as I'd have liked, it definitely tints the light yellow, but doesn't reduce light output too much (as the deeper yellow color would do).",0,好评(0),1,差评(1),0.9899799227714539,0.9899799227714539,0,好评(0),0.9497,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,6226,wrong songs: The songs listed for this CD are not correct since the cover/insert is for a particular artist not listed on the CD. The songs on the actual CD are not the same as the songs listed here.,0,好评(0),1,差评(1),0.9899445176124573,0.9899445176124573,1,差评(1),0.9767,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,2447,"4 and a half stars: I think 4 and half would be accurate.What you need to know is that all the companies put out their own comparisons - it is annoying. Multipure claims that Aquasana does not filter out a bunch of stuff - that seems to be reported incorrectly. I give minor props to Aquasana for not attacking the competitor.The real skinny is that Aquasana had problemw with their casing and the faucet leaking over time. Both seem to be resolved. Over time (I have used AQ for about 5 years) whenever I had a problem I called support and they sent me a replacement immediately at no charge with no hassle. Even when they changed the faucet type for the undersink style, they sent me all the new stuff no charge. As much as a hassle as it was to replace the stuff it wss done immediately no questions.PS the water tastes great.",0,好评(0),1,差评(1),0.989656925201416,0.989656925201416,1,差评(1),0.8004,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,6177,"great shoes, bad vendor: If The Shoe Fits vendor sent me a different color than I ordered. I called them and left a message to ask about exchanging and they never returned my call.",0,好评(0),1,差评(1),0.9895626306533813,0.9895626306533813,0,好评(0),0.6531,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,4471,"Where is Flagpole Sitta?: I wanted to know what was on this cd, and now that I know, I am upset. Harvey Danger is all over the movie -- in the previews, and in the movie itself. Why wasn't it put on the CD? In my opinion, however, the other songs on this CD are good. That is why it deserves 4 stars.",0,好评(0),1,差评(1),0.9894881248474121,0.9894881248474121,1,差评(1),1.0,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,6600,Singstar microphones not compatible: The game microphone requirements are not clearly specified. Microphones supported include Karaoke Revolution and Logitech USB.We had Singstar microphones which are not compatible.,0,好评(0),1,差评(1),0.9894315004348755,0.9894315004348755,0,好评(0),0.5108,VADER: 中性，按符号兜底,stub,vader-heuristic,,False,True,False
high_conf_wrong,1775,"ERKKO REVIEW IRKS ME: To our FINnish snob from around the world who wrote a nasty opiinion of PARENTI. Nowhere do you support any of your knee jerk assumptions on Rome or Caesar. Perhaps your wife berated you in front of the neighbors or your merely a seething, ornery nabob that tosses a coin and picks a review to ream. Perhaps you should try a review of SIBELIUS, a kinsman, no?",0,好评(0),1,差评(1),0.9893859028816223,0.9893859028816223,1,差评(1),1.0,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,1977,"First one didn't work: After I was sent a replacement, as the first one failed, the lantern has been realiable and holds a charge for a long time!",0,好评(0),1,差评(1),0.9893824458122253,0.9893824458122253,1,差评(1),1.0,VADER: 整体负向评分占优,stub,vader-heuristic,,True,False,True
high_conf_wrong,3472,"Four Stars Is About Right: Four stars is enough for this title. Actually, four stars is pretty generous. It is not terrible, just a little dated. Look elsewhere for cutting edge Trance/Club music.",0,好评(0),1,差评(1),0.9893525838851929,0.9893525838851929,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
high_conf_wrong,6998,"Izone 310: I recently got an Izone 310 for Christmas. At first, the pictures came out dark. If I turned on the flash, it came out white. But today, I called technical support because the e-mail support wasn't working. They said the flash has a range of 6-9 feet, and any closer than that would be washed out. If you want the picture to be closer, use the zoom.",0,好评(0),1,差评(1),0.98918217420578,0.98918217420578,0,好评(0),1.0,VADER: 整体正向评分占优,stub,vader-heuristic,,False,True,False
